"","species","preds"
"10288","Ornithocephalus longilabris","Not Threatened"
"10289","Ornithocephalus myrticola","Not Threatened"
"10290","Ornithocephalus numenius","Threatened"
"10291","Ornithocephalus obergiae","Not Threatened"
"10292","Ornithocephalus polyodon","Not Threatened"
"10293","Ornithocephalus powellii","Not Threatened"
"10294","Ornithocephalus suarezii","Not Threatened"
"10295","Ornithocephalus tripterus","Not Threatened"
"10296","Ornithocephalus urceilabris","Threatened"
"10297","Ornithocephalus valerioi","Not Threatened"
"10298","Orthoceras novae-zeelandiae","Not Threatened"
"10299","Orthoceras strictum","Not Threatened"
"10300","Otochilus albus","Not Threatened"
"10301","Otochilus fuscus","Not Threatened"
"10302","Otochilus lancilabius","Threatened"
"10303","Otochilus porrectus","Not Threatened"
"10304","Otochilus pseudoporrectus","Threatened"
"10305","Otoglossum arminii","Threatened"
"10306","Otoglossum brevifolium","Not Threatened"
"10307","Otoglossum candelabrum","Threatened"
"10308","Otoglossum chiriquense","Not Threatened"
"10309","Otoglossum globuliferum","Not Threatened"
"10310","Otoglossum scansor","Not Threatened"
"10311","Otoglossum serpens","Not Threatened"
"10312","Otoglossum virolinense","Threatened"
"10313","Otoglossum weberbauerianum","Not Threatened"
"10314","Otostylis brachystalix","Not Threatened"
"10315","Oxystophyllum acianthum","Not Threatened"
"10316","Oxystophyllum atrorubens","Threatened"
"10317","Oxystophyllum govidjoae","Not Threatened"
"10318","Oxystophyllum oblongum","Threatened"
"10319","Oxystophyllum sinuatum","Threatened"
"10320","Pabstia jugosa","Threatened"
"10321","Pabstiella biriricensis","Threatened"
"10322","Pabstiella fragae","Threatened"
"10323","Pabstiella fusca","Not Threatened"
"10324","Pabstiella henrique-aragonii","Threatened"
"10325","Pabstiella mirabilis","Not Threatened"
"10326","Pabstiella muricatifolia","Not Threatened"
"10327","Pabstiella parvifolia","Not Threatened"
"10328","Pabstiella pleurothalloides","Not Threatened"
"10329","Pabstiella tripterantha","Not Threatened"
"10330","Pabstiella villosisepala","Threatened"
"10331","Pabstiella wacketii","Threatened"
"10332","Pabstiella wawraeana","Threatened"
"10333","Pabstiella yauaperyensis","Not Threatened"
"10334","Pachites appressus","Not Threatened"
"10335","Pachites bodkinii","Not Threatened"
"10336","Pachyplectron arifolium","Not Threatened"
"10337","Pachyplectron neocaledonicum","Not Threatened"
"10338","Pachystoma pubescens","Not Threatened"
"10339","Palmorchis duckei","Threatened"
"10340","Palmorchis eidae","Threatened"
"10341","Palmorchis guianensis","Not Threatened"
"10342","Palmorchis imuyaensis","Threatened"
"10343","Palmorchis lobulata","Not Threatened"
"10344","Palmorchis nitida","Not Threatened"
"10345","Palmorchis pabstii","Threatened"
"10346","Palmorchis paludicola","Not Threatened"
"10347","Palmorchis pandurata","Threatened"
"10348","Palmorchis powellii","Not Threatened"
"10349","Palmorchis prospectorum","Threatened"
"10350","Palmorchis puber","Not Threatened"
"10351","Palmorchis pubescentis","Threatened"
"10352","Palmorchis silvicola","Not Threatened"
"10353","Palmorchis sobralioides","Not Threatened"
"10354","Palmorchis sordida","Not Threatened"
"10355","Palmorchis trilobulata","Not Threatened"
"10356","Palmorchis trinotata","Not Threatened"
"10357","Panisea albiflora","Threatened"
"10358","Panisea cavaleriei","Threatened"
"10359","Panisea distelidia","Threatened"
"10360","Panisea tricallosa","Not Threatened"
"10361","Panisea uniflora","Threatened"
"10362","Panisea vinhii","Threatened"
"10363","Panisea yunnanensis","Threatened"
"10364","Paphinia cristata","Not Threatened"
"10365","Paphinia grandiflora","Threatened"
"10366","Paphinia herrerae","Threatened"
"10367","Paphinia hirtzii","Threatened"
"10368","Paphinia lindeniana","Not Threatened"
"10369","Paphinia litensis","Threatened"
"10370","Paphinia neudeckeri","Threatened"
"10371","Paphinia seegeri","Threatened"
"10372","Paphinia subclausa","Threatened"
"10373","Paphinia vermiculifera","Threatened"
"10374","Paphiopedilum appletonianum","Not Threatened"
"10375","Paphiopedilum armeniacum","Threatened"
"10376","Paphiopedilum barbigerum","Threatened"
"10377","Paphiopedilum bellatulum","Threatened"
"10378","Paphiopedilum bullenianum","Not Threatened"
"10379","Paphiopedilum concolor","Threatened"
"10380","Paphiopedilum dianthum","Threatened"
"10381","Paphiopedilum emersonii","Threatened"
"10382","Paphiopedilum glanduliferum","Not Threatened"
"10383","Paphiopedilum godefroyae","Threatened"
"10384","Paphiopedilum gratrixianum","Threatened"
"10385","Paphiopedilum hangianum","Threatened"
"10386","Paphiopedilum haynaldianum","Threatened"
"10387","Paphiopedilum helenae","Threatened"
"10388","Paphiopedilum henryanum","Threatened"
"10389","Paphiopedilum hirsutissimum","Threatened"
"10390","Paphiopedilum hookerae","Not Threatened"
"10391","Paphiopedilum insigne","Threatened"
"10392","Paphiopedilum javanicum","Not Threatened"
"10393","Paphiopedilum lowii","Not Threatened"
"10394","Paphiopedilum malipoense","Threatened"
"10395","Paphiopedilum micranthum","Threatened"
"10396","Paphiopedilum niveum","Threatened"
"10397","Paphiopedilum parishii","Threatened"
"10398","Paphiopedilum purpuratum","Threatened"
"10399","Paphiopedilum rothschildianum","Threatened"
"10400","Paphiopedilum sanderianum","Threatened"
"10401","Paphiopedilum schoseri","Not Threatened"
"10402","Paphiopedilum stonei","Threatened"
"10403","Paphiopedilum supardii","Not Threatened"
"10404","Paphiopedilum tonsum","Threatened"
"10405","Paphiopedilum victoria-regina","Threatened"
"10406","Paphiopedilum vietnamense","Threatened"
"10407","Paphiopedilum villosum","Threatened"
"10408","Paphiopedilum violascens","Not Threatened"
"10409","Paphiopedilum wilhelminae","Not Threatened"
"10410","Papilionanthe hookeriana","Not Threatened"
"10411","Papilionanthe pedunculata","Threatened"
"10412","Papilionanthe subulata","Threatened"
"10413","Papilionanthe teres","Threatened"
"10414","Papilionanthe vandarum","Threatened"
"10415","Papillilabium beckleri","Not Threatened"
"10416","Paracaleana minor","Not Threatened"
"10417","Paradisanthus bahiensis","Not Threatened"
"10418","Paradisanthus mosenii","Threatened"
"10419","Pecteilis gigantea","Threatened"
"10420","Pecteilis hawkesiana","Threatened"
"10421","Pecteilis radiata","Threatened"
"10422","Pecteilis susannae","Not Threatened"
"10423","Pedilochilus papuanus","Not Threatened"
"10424","Pedilochilus sulphureus","Not Threatened"
"10425","Pelatantheria bicuspidata","Threatened"
"10426","Pelatantheria cristata","Threatened"
"10427","Pelatantheria ctenoglossum","Threatened"
"10428","Pelatantheria insectifera","Not Threatened"
"10429","Pelatantheria rivesii","Threatened"
"10430","Pelexia adnata","Not Threatened"
"10431","Pelexia bonariensis","Not Threatened"
"10432","Pelexia callifera","Not Threatened"
"10433","Pelexia congesta","Not Threatened"
"10434","Pelexia cuculligera","Threatened"
"10435","Pelexia ecuadorensis","Not Threatened"
"10436","Pelexia ekmanii","Not Threatened"
"10437","Pelexia funckiana","Not Threatened"
"10438","Pelexia goninensis","Not Threatened"
"10439","Pelexia gutturosa","Not Threatened"
"10440","Pelexia hirta","Not Threatened"
"10441","Pelexia itatiayae","Not Threatened"
"10442","Pelexia laminata","Not Threatened"
"10443","Pelexia laxa","Not Threatened"
"10444","Pelexia lindmanii","Not Threatened"
"10445","Pelexia macropoda","Not Threatened"
"10446","Pelexia matucanensis","Not Threatened"
"10447","Pelexia novofriburgensis","Not Threatened"
"10448","Pelexia obliqua","Threatened"
"10449","Pelexia oestrifera","Not Threatened"
"10450","Pelexia olivacea","Not Threatened"
"10451","Pelexia orobanchoides","Threatened"
"10452","Pelexia orthosepala","Not Threatened"
"10453","Pelexia ovatifolia","Not Threatened"
"10454","Pelexia palmorchidis","Threatened"
"10455","Pelexia paludosa","Not Threatened"
"10456","Pelexia parva","Not Threatened"
"10457","Pelexia pavonii","Not Threatened"
"10458","Pelexia phallocallosa","Threatened"
"10459","Pelexia pterygantha","Threatened"
"10460","Pelexia ventricosa","Not Threatened"
"10461","Pelexia viridis","Not Threatened"
"10462","Pennilabium kidmancoxii","Threatened"
"10463","Pennilabium longicaule","Threatened"
"10464","Peristeranthus hillii","Not Threatened"
"10465","Peristeria elata","Not Threatened"
"10466","Peristeria lindenii","Not Threatened"
"10467","Peristeria pendula","Not Threatened"
"10468","Peristylus affinis","Not Threatened"
"10469","Peristylus aristatus","Not Threatened"
"10470","Peristylus banfieldii","Not Threatened"
"10471","Peristylus calcaratus","Not Threatened"
"10472","Peristylus chlorandrellus","Not Threatened"
"10473","Peristylus ciliolatus","Not Threatened"
"10474","Peristylus constrictus","Not Threatened"
"10475","Peristylus densus","Not Threatened"
"10476","Peristylus elbertii","Threatened"
"10477","Peristylus goodyeroides","Not Threatened"
"10478","Peristylus gracilis","Not Threatened"
"10479","Peristylus grandis","Not Threatened"
"10480","Peristylus hallieri","Threatened"
"10481","Peristylus hatusimanus","Threatened"
"10482","Peristylus holttumii","Threatened"
"10483","Peristylus jinchuanicus","Threatened"
"10484","Peristylus lacertifer","Threatened"
"10485","Peristylus latilobus","Threatened"
"10486","Peristylus maingayi","Threatened"
"10487","Peristylus minimiflorus","Not Threatened"
"10488","Peristylus monticola","Not Threatened"
"10489","Peristylus mucronatus","Not Threatened"
"10490","Peristylus norumbus","Not Threatened"
"10491","Peristylus novoebudarum","Not Threatened"
"10492","Peristylus pachyneuroides","Not Threatened"
"10493","Peristylus pachyneurus","Not Threatened"
"10494","Peristylus parishii","Not Threatened"
"10495","Peristylus plantagineus","Threatened"
"10496","Peristylus prainii","Threatened"
"10497","Peristylus richardianus","Threatened"
"10498","Peristylus tentaculatus","Threatened"
"10499","Peristylus timorensis","Threatened"
"10500","Peristylus tradescantiifolius","Not Threatened"
"10501","Peristylus triaena","Not Threatened"
"10502","Peristylus tricallosus","Not Threatened"
"10503","Peristylus wheatleyi","Not Threatened"
"10504","Pescatoria cerina","Not Threatened"
"10505","Pescatoria coelestis","Threatened"
"10506","Pescatoria coronaria","Not Threatened"
"10507","Pescatoria dayana","Not Threatened"
"10508","Pescatoria lalindei","Threatened"
"10509","Pescatoria lamellosa","Threatened"
"10510","Pescatoria lawrenceana","Threatened"
"10511","Pescatoria lehmannii","Not Threatened"
"10512","Pescatoria violacea","Threatened"
"10513","Pescatoria wallisii","Not Threatened"
"10514","Phaius amboinensis","Not Threatened"
"10515","Phaius baconii","Threatened"
"10516","Phaius callosus","Not Threatened"
"10517","Phaius columnaris","Threatened"
"10518","Phaius daenikeri","Not Threatened"
"10519","Phaius flavus","Not Threatened"
"10520","Phaius indochinensis","Threatened"
"10521","Phaius klabatensis","Threatened"
"10522","Phaius mannii","Not Threatened"
"10523","Phaius mishmensis","Not Threatened"
"10524","Phaius montanus","Not Threatened"
"10525","Phaius occidentalis","Not Threatened"
"10526","Phaius pauciflorus","Not Threatened"
"10527","Phaius pulchellus","Not Threatened"
"10528","Phaius robertsii","Not Threatened"
"10529","Phaius subtrilobus","Threatened"
"10530","Phaius tankervilleae","Not Threatened"
"10531","Phaius tetragonus","Threatened"
"10532","Phaius tonkinensis","Threatened"
"10533","Phaius wallichii","Threatened"
"10534","Phalaenopsis amabilis","Not Threatened"
"10535","Phalaenopsis amboinensis","Not Threatened"
"10536","Phalaenopsis aphrodite","Threatened"
"10537","Phalaenopsis cornu-cervi","Not Threatened"
"10538","Phalaenopsis deliciosa","Not Threatened"
"10539","Phalaenopsis fuscata","Threatened"
"10540","Phalaenopsis gibbosa","Threatened"
"10541","Phalaenopsis honghenensis","Threatened"
"10542","Phalaenopsis lobbii","Threatened"
"10543","Phalaenopsis maculata","Not Threatened"
"10544","Phalaenopsis mannii","Threatened"
"10545","Phalaenopsis modesta","Not Threatened"
"10546","Phalaenopsis pulcherrima","Threatened"
"10547","Phalaenopsis sanderiana","Threatened"
"10548","Phalaenopsis schilleriana","Threatened"
"10549","Phalaenopsis sumatrana","Not Threatened"
"10550","Phalaenopsis taenialis","Threatened"
"10551","Phalaenopsis venosa","Not Threatened"
"10552","Phalaenopsis violacea","Threatened"
"10553","Phalaenopsis wilsonii","Threatened"
"10554","Pheladenia deformis","Not Threatened"
"10555","Phloeophila cunabulum","Threatened"
"10556","Phloeophila nummularia","Threatened"
"10557","Phloeophila pleurothallopsis","Not Threatened"
"10558","Pholidota articulata","Not Threatened"
"10559","Pholidota camelostalix","Not Threatened"
"10560","Pholidota cantonensis","Not Threatened"
"10561","Pholidota carnea","Not Threatened"
"10562","Pholidota chinensis","Not Threatened"
"10563","Pholidota clemensii","Not Threatened"
"10564","Pholidota convallariae","Not Threatened"
"10565","Pholidota gibbosa","Not Threatened"
"10566","Pholidota globosa","Not Threatened"
"10567","Pholidota guibertiae","Not Threatened"
"10568","Pholidota imbricata","Not Threatened"
"10569","Pholidota leveilleana","Not Threatened"
"10570","Pholidota longibulba","Threatened"
"10571","Pholidota longilabra","Threatened"
"10572","Pholidota longipes","Threatened"
"10573","Pholidota mediocris","Threatened"
"10574","Pholidota missionariorum","Threatened"
"10575","Pholidota nervosa","Threatened"
"10576","Pholidota pachyglossa","Threatened"
"10577","Pholidota pallida","Not Threatened"
"10578","Pholidota pectinata","Threatened"
"10579","Pholidota protracta","Threatened"
"10580","Pholidota recurva","Not Threatened"
"10581","Pholidota roseans","Threatened"
"10582","Pholidota rubra","Threatened"
"10583","Pholidota schweinfurthiana","Threatened"
"10584","Pholidota sulcata","Not Threatened"
"10585","Pholidota ventricosa","Not Threatened"
"10586","Pholidota yunnanensis","Not Threatened"
"10587","Phragmipedium besseae","Threatened"
"10588","Phragmipedium boissierianum","Not Threatened"
"10589","Phragmipedium caricinum","Not Threatened"
"10590","Phragmipedium caudatum","Not Threatened"
"10591","Phragmipedium hirtzii","Threatened"
"10592","Phragmipedium humboldtii","Not Threatened"
"10593","Phragmipedium klotzschianum","Threatened"
"10594","Phragmipedium lindenii","Not Threatened"
"10595","Phragmipedium lindleyanum","Not Threatened"
"10596","Phragmipedium longifolium","Not Threatened"
"10597","Phragmipedium pearcei","Not Threatened"
"10598","Phragmipedium sargentianum","Not Threatened"
"10599","Phragmipedium schlimii","Not Threatened"
"10600","Phragmipedium vittatum","Not Threatened"
"10601","Phragmipedium warszewiczianum","Threatened"
"10602","Phreatia alpina","Not Threatened"
"10603","Phreatia amabilis","Not Threatened"
"10604","Phreatia aristulifera","Threatened"
"10605","Phreatia asciiformis","Not Threatened"
"10606","Phreatia bicostata","Not Threatened"
"10607","Phreatia bigibbosa","Not Threatened"
"10608","Phreatia caespitosa","Not Threatened"
"10609","Phreatia calcarata","Not Threatened"
"10610","Phreatia canaliculata","Not Threatened"
"10611","Phreatia caudiflora","Not Threatened"
"10612","Phreatia caulescens","Not Threatened"
"10613","Phreatia crassiuscula","Not Threatened"
"10614","Phreatia cryptostigma","Not Threatened"
"10615","Phreatia cucullata","Not Threatened"
"10616","Phreatia cylindrostachya","Not Threatened"
"10617","Phreatia densiflora","Not Threatened"
"10618","Phreatia densissima","Not Threatened"
"10619","Phreatia elata","Not Threatened"
"10620","Phreatia elongata","Not Threatened"
"10621","Phreatia formosana","Not Threatened"
"10622","Phreatia ganggapensis","Not Threatened"
"10623","Phreatia goliathensis","Not Threatened"
"10624","Phreatia grandiflora","Not Threatened"
"10625","Phreatia hypsorrhynchos","Not Threatened"
"10626","Phreatia iridifolia","Not Threatened"
"10627","Phreatia kanehirae","Threatened"
"10628","Phreatia latipetala","Not Threatened"
"10629","Phreatia laxa","Not Threatened"
"10630","Phreatia laxiflora","Not Threatened"
"10631","Phreatia listrophora","Threatened"
"10632","Phreatia longicaulis","Not Threatened"
"10633","Phreatia loriae","Not Threatened"
"10634","Phreatia matthewsii","Not Threatened"
"10635","Phreatia micrantha","Not Threatened"
"10636","Phreatia millikenii","Threatened"
"10637","Phreatia modesta","Not Threatened"
"10638","Phreatia morii","Threatened"
"10639","Phreatia navicularis","Not Threatened"
"10640","Phreatia nutans","Not Threatened"
"10641","Phreatia palawensis","Threatened"
"10642","Phreatia paleata","Not Threatened"
"10643","Phreatia petiolata","Not Threatened"
"10644","Phreatia pisifera","Not Threatened"
"10645","Phreatia plantaginifolia","Not Threatened"
"10646","Phreatia potamophila","Not Threatened"
"10647","Phreatia quadrata","Not Threatened"
"10648","Phreatia rhomboglossa","Not Threatened"
"10649","Phreatia rupestris","Not Threatened"
"10650","Phreatia scandens","Not Threatened"
"10651","Phreatia schoenorchis","Not Threatened"
"10652","Phreatia semiorbicularis","Not Threatened"
"10653","Phreatia seranica","Not Threatened"
"10654","Phreatia sororia","Not Threatened"
"10655","Phreatia stenostachya","Not Threatened"
"10656","Phreatia stresemannii","Not Threatened"
"10657","Phreatia subalpina","Not Threatened"
"10658","Phreatia sublata","Not Threatened"
"10659","Phreatia sulcata","Not Threatened"
"10660","Phreatia tahitensis","Not Threatened"
"10661","Phreatia taiwaniana","Threatened"
"10662","Phreatia thompsonii","Not Threatened"
"10663","Phreatia urostachya","Not Threatened"
"10664","Phreatia valida","Not Threatened"
"10665","Phreatia virescens","Not Threatened"
"10666","Phymatidium aquinoi","Not Threatened"
"10667","Phymatidium delicatulum","Not Threatened"
"10668","Phymatidium falcifolium","Not Threatened"
"10669","Phymatidium geiselii","Not Threatened"
"10670","Phymatidium hysteranthum","Not Threatened"
"10671","Phymatidium limae","Threatened"
"10672","Phymatidium mellobarretoi","Not Threatened"
"10673","Phymatidium microphyllum","Not Threatened"
"10674","Physoceras betsomangense","Threatened"
"10675","Physoceras bifurcum","Threatened"
"10676","Physoceras boryanum","Threatened"
"10677","Physoceras lageniferum","Threatened"
"10678","Physogyne sparsiflora","Not Threatened"
"10679","Pilophyllum villosum","Not Threatened"
"10680","Pinalia bicolor","Threatened"
"10681","Pinalia fitzalanii","Not Threatened"
"10682","Pinalia floribunda","Threatened"
"10683","Pinalia saccifera","Threatened"
"10684","Platanthera algeriensis","Not Threatened"
"10685","Platanthera angustata","Not Threatened"
"10686","Platanthera aquilonis","Not Threatened"
"10687","Platanthera azorica","Not Threatened"
"10688","Platanthera bakeriana","Threatened"
"10689","Platanthera bifolia","Not Threatened"
"10690","Platanthera blephariglottis","Not Threatened"
"10691","Platanthera blumei","Threatened"
"10692","Platanthera brevicalcarata","Threatened"
"10693","Platanthera brevifolia","Not Threatened"
"10694","Platanthera calderoniae","Not Threatened"
"10695","Platanthera chapmanii","Not Threatened"
"10696","Platanthera chiloglossa","Threatened"
"10697","Platanthera chlorantha","Not Threatened"
"10698","Platanthera chorisiana","Not Threatened"
"10699","Platanthera ciliaris","Not Threatened"
"10700","Platanthera clavellata","Not Threatened"
"10701","Platanthera colemanii","Not Threatened"
"10702","Platanthera convallariifolia","Not Threatened"
"10703","Platanthera cooperi","Not Threatened"
"10704","Platanthera cristata","Not Threatened"
"10705","Platanthera densa","Threatened"
"10706","Platanthera devolii","Threatened"
"10707","Platanthera dilatata","Not Threatened"
"10708","Platanthera elegans","Not Threatened"
"10709","Platanthera elliptica","Not Threatened"
"10710","Platanthera elongata","Not Threatened"
"10711","Platanthera ephemerantha","Not Threatened"
"10712","Platanthera finetiana","Threatened"
"10713","Platanthera flava","Not Threatened"
"10714","Platanthera florentii","Not Threatened"
"10715","Platanthera fuscescens","Not Threatened"
"10716","Platanthera grandiflora","Not Threatened"
"10717","Platanthera hologlottis","Not Threatened"
"10718","Platanthera hookeri","Not Threatened"
"10719","Platanthera huronensis","Not Threatened"
"10720","Platanthera hyperborea","Not Threatened"
"10721","Platanthera integra","Not Threatened"
"10722","Platanthera integrilabia","Not Threatened"
"10723","Platanthera japonica","Not Threatened"
"10724","Platanthera lacera","Not Threatened"
"10725","Platanthera latilabris","Not Threatened"
"10726","Platanthera leptocaulon","Threatened"
"10727","Platanthera leptopetala","Not Threatened"
"10728","Platanthera leucophaea","Not Threatened"
"10729","Platanthera longicalcarata","Threatened"
"10730","Platanthera mandarinorum","Not Threatened"
"10731","Platanthera maximowicziana","Not Threatened"
"10732","Platanthera michaelii","Not Threatened"
"10733","Platanthera micrantha","Not Threatened"
"10734","Platanthera minor","Not Threatened"
"10735","Platanthera minutiflora","Threatened"
"10736","Platanthera nivea","Not Threatened"
"10737","Platanthera nubigena","Not Threatened"
"10738","Platanthera obtusata","Not Threatened"
"10739","Platanthera ophrydioides","Not Threatened"
"10740","Platanthera orbiculata","Not Threatened"
"10741","Platanthera oreophila","Threatened"
"10742","Platanthera papuana","Not Threatened"
"10743","Platanthera peramoena","Not Threatened"
"10744","Platanthera praeclara","Not Threatened"
"10745","Platanthera psycodes","Not Threatened"
"10746","Platanthera purpurascens","Not Threatened"
"10747","Platanthera replicata","Not Threatened"
"10748","Platanthera roseotincta","Threatened"
"10749","Platanthera sachalinensis","Not Threatened"
"10750","Platanthera sparsiflora","Not Threatened"
"10751","Platanthera stapfii","Threatened"
"10752","Platanthera stenantha","Not Threatened"
"10753","Platanthera stenoglossa","Threatened"
"10754","Platanthera stricta","Not Threatened"
"10755","Platanthera takedae","Threatened"
"10756","Platanthera tescamnis","Not Threatened"
"10757","Platanthera tipuloides","Not Threatened"
"10758","Platanthera transversa","Not Threatened"
"10759","Platanthera unalascensis","Not Threatened"
"10760","Platanthera ussuriensis","Not Threatened"
"10761","Platanthera yadonii","Not Threatened"
"10762","Platanthera zothecina","Not Threatened"
"10763","Platycoryne alinae","Threatened"
"10764","Platycoryne ambigua","Threatened"
"10765","Platycoryne buchananiana","Not Threatened"
"10766","Platycoryne crocea","Not Threatened"
"10767","Platycoryne guingangae","Not Threatened"
"10768","Platycoryne isoetifolia","Threatened"
"10769","Platycoryne latipetala","Not Threatened"
"10770","Platycoryne macroceras","Threatened"
"10771","Platycoryne mediocris","Not Threatened"
"10772","Platycoryne megalorrhyncha","Threatened"
"10773","Platycoryne paludosa","Not Threatened"
"10774","Platycoryne pervillei","Not Threatened"
"10775","Platycoryne protearum","Threatened"
"10776","Platylepis bigibbosa","Threatened"
"10777","Platylepis densiflora","Threatened"
"10778","Platylepis glandulosa","Not Threatened"
"10779","Platylepis grandiflora","Not Threatened"
"10780","Platylepis heteromorpha","Not Threatened"
"10781","Platylepis lamellata","Not Threatened"
"10782","Platylepis occulta","Threatened"
"10783","Platylepis polyadenia","Threatened"
"10784","Platyrhiza quadricolor","Not Threatened"
"10785","Platystele acicularis","Not Threatened"
"10786","Platystele aculeata","Not Threatened"
"10787","Platystele acutilingua","Not Threatened"
"10788","Platystele alucitae","Not Threatened"
"10789","Platystele argentosa","Not Threatened"
"10790","Platystele brenneri","Not Threatened"
"10791","Platystele calantha","Not Threatened"
"10792","Platystele calymma","Threatened"
"10793","Platystele caudatisepala","Not Threatened"
"10794","Platystele compacta","Not Threatened"
"10795","Platystele consobrina","Not Threatened"
"10796","Platystele cornejoi","Threatened"
"10797","Platystele delhierroi","Threatened"
"10798","Platystele densiflora","Threatened"
"10799","Platystele dewildei","Threatened"
"10800","Platystele dodsonii","Not Threatened"
"10801","Platystele edmundoi","Not Threatened"
"10802","Platystele enervis","Not Threatened"
"10803","Platystele examen-culicum","Not Threatened"
"10804","Platystele filamentosa","Threatened"
"10805","Platystele fimbriata","Threatened"
"10806","Platystele gyroglossa","Not Threatened"
"10807","Platystele hampshireae","Threatened"
"10808","Platystele hirtzii","Threatened"
"10809","Platystele jamboeensis","Threatened"
"10810","Platystele jesupiorum","Threatened"
"10811","Platystele johnstonii","Threatened"
"10812","Platystele jungermannioides","Not Threatened"
"10813","Platystele lancilabris","Not Threatened"
"10814","Platystele lawessonii","Not Threatened"
"10815","Platystele lehmannii","Threatened"
"10816","Platystele lycopodioides","Threatened"
"10817","Platystele microglossa","Not Threatened"
"10818","Platystele microscopica","Not Threatened"
"10819","Platystele microtatantha","Not Threatened"
"10820","Platystele minimiflora","Not Threatened"
"10821","Platystele misasiana","Threatened"
"10822","Platystele misera","Not Threatened"
"10823","Platystele muscicola","Threatened"
"10824","Platystele myoxura","Not Threatened"
"10825","Platystele obtecta","Threatened"
"10826","Platystele orectoglossa","Not Threatened"
"10827","Platystele ornata","Threatened"
"10828","Platystele ovalifolia","Not Threatened"
"10829","Platystele ovatilabia","Not Threatened"
"10830","Platystele oxyglossa","Not Threatened"
"10831","Platystele papillosa","Not Threatened"
"10832","Platystele pedicellaris","Not Threatened"
"10833","Platystele perpusilla","Threatened"
"10834","Platystele pisifera","Not Threatened"
"10835","Platystele propinqua","Not Threatened"
"10836","Platystele pubescens","Not Threatened"
"10837","Platystele pyriformis","Threatened"
"10838","Platystele reflexa","Threatened"
"10839","Platystele repens","Not Threatened"
"10840","Platystele resimula","Not Threatened"
"10841","Platystele rhinocera","Threatened"
"10842","Platystele risaraldae","Threatened"
"10843","Platystele schmidtchenii","Not Threatened"
"10844","Platystele schneideri","Not Threatened"
"10845","Platystele spatulata","Threatened"
"10846","Platystele stellaris","Threatened"
"10847","Platystele stenostachya","Not Threatened"
"10848","Platystele stevensonii","Not Threatened"
"10849","Platystele stonyx","Not Threatened"
"10850","Platystele taylorii","Not Threatened"
"10851","Platystele umbellata","Threatened"
"10852","Platystele viridis","Not Threatened"
"10853","Platystele ximenae","Threatened"
"10854","Platythelys pedicellata","Not Threatened"
"10855","Plectorrhiza brevilabris","Not Threatened"
"10856","Plectorrhiza tridentata","Not Threatened"
"10857","Plectrelminthus caudatus","Not Threatened"
"10858","Plectrophora alata","Not Threatened"
"10859","Plectrophora cultrifolia","Not Threatened"
"10860","Plectrophora edwallii","Threatened"
"10861","Plectrophora iridifolia","Threatened"
"10862","Plectrophora suarezii","Threatened"
"10863","Pleione bulbocodioides","Not Threatened"
"10864","Pleione chunii","Threatened"
"10865","Pleione coronaria","Threatened"
"10866","Pleione formosana","Threatened"
"10867","Pleione forrestii","Threatened"
"10868","Pleione grandiflora","Threatened"
"10869","Pleione hookeriana","Not Threatened"
"10870","Pleione humilis","Threatened"
"10871","Pleione limprichtii","Threatened"
"10872","Pleione maculata","Not Threatened"
"10873","Pleione praecox","Threatened"
"10874","Pleione scopulorum","Threatened"
"10875","Pleione vietnamensis","Threatened"
"10876","Pleione yunnanensis","Threatened"
"10877","Pleurothallis acestrophylla","Not Threatened"
"10878","Pleurothallis acutilabia","Threatened"
"10879","Pleurothallis adeleae","Not Threatened"
"10880","Pleurothallis adonis","Not Threatened"
"10881","Pleurothallis aggeris","Not Threatened"
"10882","Pleurothallis allenii","Not Threatened"
"10883","Pleurothallis alopex","Not Threatened"
"10884","Pleurothallis alvaroi","Threatened"
"10885","Pleurothallis alveolata","Not Threatened"
"10886","Pleurothallis ambyx","Threatened"
"10887","Pleurothallis amplectens","Not Threatened"
"10888","Pleurothallis anceps","Threatened"
"10889","Pleurothallis antennifera","Not Threatened"
"10890","Pleurothallis apopsis","Threatened"
"10891","Pleurothallis aporosis","Threatened"
"10892","Pleurothallis archicolonae","Not Threatened"
"10893","Pleurothallis archidonae","Not Threatened"
"10894","Pleurothallis archidonopsis","Threatened"
"10895","Pleurothallis aspergillum","Threatened"
"10896","Pleurothallis bevilacquana","Threatened"
"10897","Pleurothallis bicallosa","Threatened"
"10898","Pleurothallis bicornis","Not Threatened"
"10899","Pleurothallis bicruris","Threatened"
"10900","Pleurothallis bitumida","Not Threatened"
"10901","Pleurothallis bivalvis","Not Threatened"
"10902","Pleurothallis blepharopetala","Not Threatened"
"10903","Pleurothallis bogarinii","Threatened"
"10904","Pleurothallis bothros","Not Threatened"
"10905","Pleurothallis bovilingua","Threatened"
"10906","Pleurothallis brachiata","Not Threatened"
"10907","Pleurothallis bradei","Not Threatened"
"10908","Pleurothallis bucculenta","Threatened"
"10909","Pleurothallis calamifolia","Threatened"
"10910","Pleurothallis callifera","Threatened"
"10911","Pleurothallis calogramma","Not Threatened"
"10912","Pleurothallis calolalax","Not Threatened"
"10913","Pleurothallis calvariola","Threatened"
"10914","Pleurothallis canaligera","Not Threatened"
"10915","Pleurothallis caprina","Threatened"
"10916","Pleurothallis cardiochila","Not Threatened"
